ts_0,ts_1,ts_2,ts_3,ts_4,ts_5,ts_6,ts_7,ts_8,ts_9,ts_10,ts_11,ts_12,ts_13,ts_14,ts_15,ts_16,ts_17,ts_18,ts_19,y_pred,y_true,confidence,cluster,center_0,center_1,center_2,center_3,center_4,center_5,center_6,center_7,center_8,center_9,center_10,center_11,center_12,center_13,center_14,center_15,center_16,center_17,center_18,center_19,cluster_conf,unit
0.793335234094817,0.7932737766902103,0.7931462536227109,0.7929457748278319,0.7926671038816598,0.792290586891495,0.7918009441380433,0.7911810084989837,0.7904144692634165,0.7894812201114119,0.7883484055286971,0.7870039399583132,0.7854256074051448,0.7836006396331923,0.7815204317891673,0.7791760481399022,0.7765770861456106,0.7737364431716566,0.7706660537698813,0.7673899413122205,0,0.0,0.40481156,3,0.7831177323786574,0.7714111960256691,0.7704394123389045,0.7656027717990465,0.7736253551472301,0.7761649485233093,0.7762762430433281,0.7765241530654555,0.7762801005976904,0.7762801005976904,0.7762801005976904,0.7762801005976904,0.7762766104590855,0.7762744484173878,0.7762713682384556,0.7762034708238521,0.7726762004718005,0.7759815275260089,0.7814456767787373,0.797504766900355,0.32466525,1
0.7883484055286971,0.7870039399583132,0.7854256074051448,0.7836006396331923,0.7815204317891673,0.7791760481399022,0.7765770861456106,0.7737364431716566,0.7706660537698813,0.7673899413122205,0.7639418681995099,0.7603533676254235,0.7566643935360855,0.7529031516929022,0.7491066293904776,0.745307523840212,0.7415224609166889,0.7377795624944525,0.7340698610258991,0.7303942568513531,1,0.0,0.57379836,27,0.8169799877074786,0.7974090527662401,0.7877765121328784,0.7830621684615363,0.7818647377771121,0.781809294035561,0.781809294035561,0.781809294035561,0.781809294035561,0.781809294035561,0.781809294035561,0.7818072766806972,0.78048566155085,0.7775594680914285,0.7729062773230515,0.7666110664254786,0.7589457542082527,0.7507069452583585,0.7412518103677042,0.7277243192671784,0.5825534,1
0.7639418681995099,0.7603533676254235,0.7566643935360855,0.7529031516929022,0.7491066293904776,0.745307523840212,0.7415224609166889,0.7377795624944525,0.7340698610258991,0.7303942568513531,0.7267489366575491,0.7231270205734003,0.7194959439952331,0.7158372185507553,0.7121324462592052,0.7083529071392942,0.7044867142105045,0.7005211808409192,0.6964497800499081,0.6922804740644266,1,0.0,0.66851926,15,0.7617740937500187,0.7470281306515913,0.7395033032965822,0.7350905506318264,0.7319633861289515,0.7316397248822456,0.731643421567161,0.7315953762133193,0.7315953762133193,0.7315953762133193,0.7315863725074729,0.7298787752615392,0.7297741534938502,0.7297741534938502,0.7295136096779933,0.7264857067835266,0.722367131297154,0.7155810207977099,0.7045842414271825,0.6860607204389245,0.65662634,1
0.7267489366575491,0.7231270205734003,0.7194959439952331,0.7158372185507553,0.7121324462592052,0.7083529071392942,0.7044867142105045,0.7005211808409192,0.6964497800499081,0.6922804740644266,0.6880247403925941,0.6836993882227312,0.6793326606891614,0.6749606871512702,0.6706142819198636,0.66633206924106,0.6621509632524891,0.6581137584846513,0.6542465464559455,0.6505844423180559,1,0.0,0.6860784,21,0.7132224360210911,0.6962761516517564,0.6872696973080048,0.6816244967906827,0.6781190540971493,0.6776981329475615,0.6776981329475615,0.6776538719741338,0.6776437804710376,0.6750296160833714,0.6738733452994512,0.6738646291995869,0.6736859033496487,0.6725449788148572,0.6705745512313325,0.6664533941718155,0.6613329395552132,0.6541626115256397,0.643625410437866,0.6254197069421227,0.6780491,1
0.6880247403925941,0.6836993882227312,0.6793326606891614,0.6749606871512702,0.6706142819198636,0.66633206924106,0.6621509632524891,0.6581137584846513,0.6542465464559455,0.6505844423180559,0.647153567157864,0.6439627630062318,0.6410434597312554,0.6384011247640747,0.6360334582748377,0.6339444909433826,0.6321337890526237,0.6305944754227651,0.6293169439929756,0.6282907367200194,1,0.0,0.56775767,21,0.7132224360210911,0.6962761516517564,0.6872696973080048,0.6816244967906827,0.6781190540971493,0.6776981329475615,0.6776981329475615,0.6776538719741338,0.6776437804710376,0.6750296160833714,0.6738733452994512,0.6738646291995869,0.6736859033496487,0.6725449788148572,0.6705745512313325,0.6664533941718155,0.6613329395552132,0.6541626115256397,0.643625410437866,0.6254197069421227,0.6780491,1
0.647153567157864,0.6439627630062318,0.6410434597312554,0.6384011247640747,0.6360334582748377,0.6339444909433826,0.6321337890526237,0.6305944754227651,0.6293169439929756,0.6282907367200194,0.6274956850568554,0.6269166265511448,0.6265302245878477,0.6263114703946993,0.6262286366433505,0.6262604358503957,0.6263722845264293,0.6265304422050799,0.6267066826422922,0.6268674305456114,0,0.0,0.37494767,0,0.6472294785948578,0.6371679613938825,0.6324333385341945,0.6290864126279896,0.6345918767891641,0.6350154712776982,0.6350189430537538,0.6350199408353319,0.6350199408353319,0.6350199408353319,0.635020431689881,0.635022032189074,0.6352679165364926,0.6350553560130333,0.6350854108774326,0.6350930558528767,0.6327036170297518,0.6250540087184416,0.6314964727053834,0.6463573506985896,0.3536395,1
0.6274956850568554,0.6269166265511448,0.6265302245878477,0.6263114703946993,0.6262286366433505,0.6262604358503957,0.6263722845264293,0.6265304422050799,0.6267066826422922,0.6268674305456114,0.6269859907139512,0.627033324412917,0.627002287848462,0.6268718434983975,0.6266460151057259,0.626324531589117,0.6259303499021129,0.6254776730910759,0.6249954425352836,0.6245160486400977,0,0.0,0.3660686,0,0.6472294785948578,0.6371679613938825,0.6324333385341945,0.6290864126279896,0.6345918767891641,0.6350154712776982,0.6350189430537538,0.6350199408353319,0.6350199408353319,0.6350199408353319,0.635020431689881,0.635022032189074,0.6352679165364926,0.6350553560130333,0.6350854108774326,0.6350930558528767,0.6327036170297518,0.6250540087184416,0.6314964727053834,0.6463573506985896,0.3536395,1
0.6269859907139512,0.627033324412917,0.627002287848462,0.6268718434983975,0.6266460151057259,0.626324531589117,0.6259303499021129,0.6254776730910759,0.6249954425352836,0.6245160486400977,0.6240770100025667,0.6237100130225034,0.6234546779109458,0.6233363912681211,0.6233946502212652,0.623640498329038,0.6240992799398031,0.624764735596156,0.6256314453379873,0.6266760339443672,0,0.0,0.37598258,0,0.6472294785948578,0.6371679613938825,0.6324333385341945,0.6290864126279896,0.6345918767891641,0.6350154712776982,0.6350189430537538,0.6350199408353319,0.6350199408353319,0.6350199408353319,0.635020431689881,0.635022032189074,0.6352679165364926,0.6350553560130333,0.6350854108774326,0.6350930558528767,0.6327036170297518,0.6250540087184416,0.6314964727053834,0.6463573506985896,0.3536395,1
0.6240770100025667,0.6237100130225034,0.6234546779109458,0.6233363912681211,0.6233946502212652,0.623640498329038,0.6240992799398031,0.624764735596156,0.6256314453379873,0.6266760339443672,0.6278766295754384,0.6292052793328825,0.6306206516967723,0.6320709879176257,0.6335108742486771,0.6348844511997396,0.6361522664522361,0.6372596360307182,0.6381624924547092,0.6388360506341207,0,0.0,0.2858582,0,0.6472294785948578,0.6371679613938825,0.6324333385341945,0.6290864126279896,0.6345918767891641,0.6350154712776982,0.6350189430537538,0.6350199408353319,0.6350199408353319,0.6350199408353319,0.635020431689881,0.635022032189074,0.6352679165364926,0.6350553560130333,0.6350854108774326,0.6350930558528767,0.6327036170297518,0.6250540087184416,0.6314964727053834,0.6463573506985896,0.3536395,1
0.6278766295754384,0.6292052793328825,0.6306206516967723,0.6320709879176257,0.6335108742486771,0.6348844511997396,0.6361522664522361,0.6372596360307182,0.6381624924547092,0.6388360506341207,0.6392475584436755,0.6393718792604609,0.6392015910530265,0.6387297160256865,0.6379823846570685,0.6369619335057437,0.6357032941373338,0.6342463893005849,0.6326176877610576,0.630876952267727,0,0.0,0.3546915,0,0.6472294785948578,0.6371679613938825,0.6324333385341945,0.6290864126279896,0.6345918767891641,0.6350154712776982,0.6350189430537538,0.6350199408353319,0.6350199408353319,0.6350199408353319,0.635020431689881,0.635022032189074,0.6352679165364926,0.6350553560130333,0.6350854108774326,0.6350930558528767,0.6327036170297518,0.6250540087184416,0.6314964727053834,0.6463573506985896,0.3536395,1
